Id,Name,Version,Description,Supplier,ExecutableProperty,Licenses,Copyright,MatchType,CriticalVulnerabilityCount,HighVulnerabilityCount,MediumVulnerabilityCount,LowVulnerabilityCount,NoneVulnerabilityCount,NumberOfVersionsSinceLastUpdate,NewestVersionReleaseDate,NewestVersion,Outdated,ReleaseDate,RiskScore,Severity,Locations,PackageRepository,IsMalicious,IsDirectDependency,IsDevelopmentDependency,IsTestDependency,IsNpmVerified,IsViolatingPolicy,UsageType,DependencyType,VulnerabilityCount,IsPrivatePackage,PackagePaths,NextVersionWithoutVulnerabilities,LatestVersionWithoutVulnerabilities,NextRecommendedMoreSecureVersion,LatestRecommendedMoreSecureVersion,PackageState,PackageStateValue,PackageStateLastUpdateDate,PackageStateLastUpdateUser,PackageStateLastUpdateComment
"Maven-io.cucumber:query-12.1.2","io.cucumber:query","12.1.2",,"SonaType","No",["MIT"],"Copyright (c) Cucumber Ltd","Filename",0,0,0,0,0,24,2026-01-22T01:38:00.000Z,"15.0.1",True,2024-04-05T13:20:05.617Z,0,"NONE",["pom.xml"],"Maven",False,False,True,False,False,False,"Potentially","Transitive",0,False,[[{"Id":"Maven-io.cucumber:cucumber-java-7.18.0";"Name":"io.cucumber:cucumber-java";"Version":"7.18.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:cucumber-core-7.18.0";"Name":"io.cucumber:cucumber-core";"Version":"7.18.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:testng-xml-formatter-0.1.0";"Name":"io.cucumber:testng-xml-formatter";"Version":"0.1.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:query-12.1.2";"Name":"io.cucumber:query";"Version":"12.1.2";"IsResolved":true;"IsDevelopment":true}];[{"Id":"Maven-io.cucumber:cucumber-junit-7.18.0";"Name":"io.cucumber:cucumber-junit";"Version":"7.18.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:cucumber-core-7.18.0";"Name":"io.cucumber:cucumber-core";"Version":"7.18.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:testng-xml-formatter-0.1.0";"Name":"io.cucumber:testng-xml-formatter";"Version":"0.1.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:query-12.1.2";"Name":"io.cucumber:query";"Version":"12.1.2";"IsResolved":true;"IsDevelopment":true}];[{"Id":"Maven-io.cucumber:cucumber-junit-platform-engine-7.18.0";"Name":"io.cucumber:cucumber-junit-platform-engine";"Version":"7.18.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:cucumber-core-7.18.0";"Name":"io.cucumber:cucumber-core";"Version":"7.18.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:testng-xml-formatter-0.1.0";"Name":"io.cucumber:testng-xml-formatter";"Version":"0.1.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:query-12.1.2";"Name":"io.cucumber:query";"Version":"12.1.2";"IsResolved":true;"IsDevelopment":true}];[{"Id":"Maven-io.cucumber:cucumber-spring-7.18.0";"Name":"io.cucumber:cucumber-spring";"Version":"7.18.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:cucumber-core-7.18.0";"Name":"io.cucumber:cucumber-core";"Version":"7.18.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:testng-xml-formatter-0.1.0";"Name":"io.cucumber:testng-xml-formatter";"Version":"0.1.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:query-12.1.2";"Name":"io.cucumber:query";"Version":"12.1.2";"IsResolved":true;"IsDevelopment":true}]],,,,,"Monitored",,,,
"Maven-io.cucumber:tag-expressions-6.1.0","io.cucumber:tag-expressions","6.1.0",,"SonaType","No",["MIT"],"Copyright (c) 2016 Cucumber Ltd and contributors","Filename",0,0,0,0,0,7,2026-02-17T21:59:00.000Z,"9.1.0",True,2024-01-10T11:36:07.478Z,0,"NONE",["pom.xml"],"Maven",False,False,True,False,False,False,"Potentially","Transitive",0,False,[[{"Id":"Maven-io.cucumber:cucumber-java-7.18.0";"Name":"io.cucumber:cucumber-java";"Version":"7.18.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:cucumber-core-7.18.0";"Name":"io.cucumber:cucumber-core";"Version":"7.18.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:tag-expressions-6.1.0";"Name":"io.cucumber:tag-expressions";"Version":"6.1.0";"IsResolved":true;"IsDevelopment":true}];[{"Id":"Maven-io.cucumber:cucumber-junit-7.18.0";"Name":"io.cucumber:cucumber-junit";"Version":"7.18.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:cucumber-core-7.18.0";"Name":"io.cucumber:cucumber-core";"Version":"7.18.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:tag-expressions-6.1.0";"Name":"io.cucumber:tag-expressions";"Version":"6.1.0";"IsResolved":true;"IsDevelopment":true}];[{"Id":"Maven-io.cucumber:cucumber-junit-platform-engine-7.18.0";"Name":"io.cucumber:cucumber-junit-platform-engine";"Version":"7.18.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:cucumber-core-7.18.0";"Name":"io.cucumber:cucumber-core";"Version":"7.18.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:tag-expressions-6.1.0";"Name":"io.cucumber:tag-expressions";"Version":"6.1.0";"IsResolved":true;"IsDevelopment":true}];[{"Id":"Maven-io.cucumber:cucumber-spring-7.18.0";"Name":"io.cucumber:cucumber-spring";"Version":"7.18.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:cucumber-core-7.18.0";"Name":"io.cucumber:cucumber-core";"Version":"7.18.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:tag-expressions-6.1.0";"Name":"io.cucumber:tag-expressions";"Version":"6.1.0";"IsResolved":true;"IsDevelopment":true}]],,,,,"Monitored",,,,
"Maven-io.cucumber:testng-xml-formatter-0.1.0","io.cucumber:testng-xml-formatter","0.1.0",,"SonaType","No",["MIT"],"Copyright (c) 2024 Cucumber","Filename",0,0,0,0,0,8,2026-03-03T14:54:00.000Z,"0.8.1",True,2024-04-05T13:38:36.726Z,0,"NONE",["pom.xml"],"Maven",False,False,True,False,False,False,"Potentially","Transitive",0,False,[[{"Id":"Maven-io.cucumber:cucumber-java-7.18.0";"Name":"io.cucumber:cucumber-java";"Version":"7.18.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:cucumber-core-7.18.0";"Name":"io.cucumber:cucumber-core";"Version":"7.18.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:testng-xml-formatter-0.1.0";"Name":"io.cucumber:testng-xml-formatter";"Version":"0.1.0";"IsResolved":true;"IsDevelopment":true}];[{"Id":"Maven-io.cucumber:cucumber-junit-7.18.0";"Name":"io.cucumber:cucumber-junit";"Version":"7.18.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:cucumber-core-7.18.0";"Name":"io.cucumber:cucumber-core";"Version":"7.18.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:testng-xml-formatter-0.1.0";"Name":"io.cucumber:testng-xml-formatter";"Version":"0.1.0";"IsResolved":true;"IsDevelopment":true}];[{"Id":"Maven-io.cucumber:cucumber-junit-platform-engine-7.18.0";"Name":"io.cucumber:cucumber-junit-platform-engine";"Version":"7.18.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:cucumber-core-7.18.0";"Name":"io.cucumber:cucumber-core";"Version":"7.18.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:testng-xml-formatter-0.1.0";"Name":"io.cucumber:testng-xml-formatter";"Version":"0.1.0";"IsResolved":true;"IsDevelopment":true}];[{"Id":"Maven-io.cucumber:cucumber-spring-7.18.0";"Name":"io.cucumber:cucumber-spring";"Version":"7.18.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:cucumber-core-7.18.0";"Name":"io.cucumber:cucumber-core";"Version":"7.18.0";"IsResolved":true;"IsDevelopment":true};{"Id":"Maven-io.cucumber:testng-xml-formatter-0.1.0";"Name":"io.cucumber:testng-xml-formatter";"Version":"0.1.0";"IsResolved":true;"IsDevelopment":true}]],,,,,"Monitored",,,,
"Maven-io.grpc:grpc-api-1.63.0","io.grpc:grpc-api","1.63.0",,"SonaType","No",["Apache 2.0"],"Copyright 2014 The gRPC Authors;Copyright 2017 The gRPC Authors;Copyright 2015 The gRPC Authors;Copyright 2020 The gRPC Authors;Copyright 2016 The gRPC Authors;Copyright 2018 The gRPC Authors;Copyright 2021 The gRPC Authors;Copyright 2022 The gRPC Authors;Copyright 2023 The gRPC Authors;Copyright 2019 The gRPC Authors;Copyright 2018, gRPC Authors All rights reserved.","Filename",0,0,0,0,0,34,2026-03-17T14:01:00.000Z,"1.80.0",True,2024-04-04T18:54:40.396Z,0,"NONE",["pom.xml"],"Maven",False,False,False,False,False,False,"Used","Transitive",0,False,[[{"Id":"Maven-net.devh:grpc-client-spring-boot-starter-3.1.0.RELEASE";"Name":"net.devh:grpc-client-spring-boot-starter";"Version":"3.1.0.RELEASE";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-io.grpc:grpc-inprocess-1.63.0";"Name":"io.grpc:grpc-inprocess";"Version":"1.63.0";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-io.grpc:grpc-api-1.63.0";"Name":"io.grpc:grpc-api";"Version":"1.63.0";"IsResolved":true;"IsDevelopment":false}];[{"Id":"Maven-net.devh:grpc-server-spring-boot-starter-3.1.0.RELEASE";"Name":"net.devh:grpc-server-spring-boot-starter";"Version":"3.1.0.RELEASE";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-io.grpc:grpc-api-1.63.0";"Name":"io.grpc:grpc-api";"Version":"1.63.0";"IsResolved":true;"IsDevelopment":false}]],,,,,"Monitored",,,,
"Maven-io.grpc:grpc-context-1.63.0","io.grpc:grpc-context","1.63.0",,"SonaType","No",["Apache 2.0"],"Copyright 2014 The gRPC Authors","Filename",0,0,0,0,0,33,2026-03-17T14:01:00.000Z,"1.80.0",True,2024-04-04T18:53:28.280Z,0,"NONE",["pom.xml"],"Maven",False,False,False,False,False,False,"Package source code not available","Transitive",0,False,[[{"Id":"Maven-net.devh:grpc-client-spring-boot-starter-3.1.0.RELEASE";"Name":"net.devh:grpc-client-spring-boot-starter";"Version":"3.1.0.RELEASE";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-net.devh:grpc-common-spring-boot-3.1.0.RELEASE";"Name":"net.devh:grpc-common-spring-boot";"Version":"3.1.0.RELEASE";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-io.grpc:grpc-core-1.76.0";"Name":"io.grpc:grpc-core";"Version":"1.76.0";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-io.grpc:grpc-context-1.63.0";"Name":"io.grpc:grpc-context";"Version":"1.63.0";"IsResolved":true;"IsDevelopment":false}];[{"Id":"Maven-net.devh:grpc-server-spring-boot-starter-3.1.0.RELEASE";"Name":"net.devh:grpc-server-spring-boot-starter";"Version":"3.1.0.RELEASE";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-net.devh:grpc-common-spring-boot-3.1.0.RELEASE";"Name":"net.devh:grpc-common-spring-boot";"Version":"3.1.0.RELEASE";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-io.grpc:grpc-core-1.76.0";"Name":"io.grpc:grpc-core";"Version":"1.76.0";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-io.grpc:grpc-context-1.63.0";"Name":"io.grpc:grpc-context";"Version":"1.63.0";"IsResolved":true;"IsDevelopment":false}]],,,,,"Monitored",,,,
"Maven-io.grpc:grpc-core-1.76.0","io.grpc:grpc-core","1.76.0",,"SonaType","No",["Apache 2.0"],"Copyright 2014 The gRPC Authors;Copyright 2017 The gRPC Authors;Copyright 2019 The gRPC Authors;Copyright 2016 The gRPC Authors;Copyright 2023 The gRPC Authors;Copyright 2020 The gRPC Authors;Copyright 2024 The gRPC Authors;Copyright 2015 The gRPC Authors;Copyright 2018 The gRPC Authors;Copyright 2025 The gRPC Authors;Copyright 2021 The gRPC Authors;Copyright 2016,2022 The gRPC Authors","Filename",0,0,0,0,0,8,2026-03-17T14:01:00.000Z,"1.80.0",True,2025-10-07T13:17:00.000Z,0,"NONE",["pom.xml"],"Maven",False,False,False,False,False,False,"Potentially","Transitive",0,False,[[{"Id":"Maven-net.devh:grpc-client-spring-boot-starter-3.1.0.RELEASE";"Name":"net.devh:grpc-client-spring-boot-starter";"Version":"3.1.0.RELEASE";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-net.devh:grpc-common-spring-boot-3.1.0.RELEASE";"Name":"net.devh:grpc-common-spring-boot";"Version":"3.1.0.RELEASE";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-io.grpc:grpc-core-1.76.0";"Name":"io.grpc:grpc-core";"Version":"1.76.0";"IsResolved":true;"IsDevelopment":false}];[{"Id":"Maven-net.devh:grpc-server-spring-boot-starter-3.1.0.RELEASE";"Name":"net.devh:grpc-server-spring-boot-starter";"Version":"3.1.0.RELEASE";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-net.devh:grpc-common-spring-boot-3.1.0.RELEASE";"Name":"net.devh:grpc-common-spring-boot";"Version":"3.1.0.RELEASE";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-io.grpc:grpc-core-1.76.0";"Name":"io.grpc:grpc-core";"Version":"1.76.0";"IsResolved":true;"IsDevelopment":false}]],,,,,"Monitored",,,,
"Maven-io.grpc:grpc-inprocess-1.63.0","io.grpc:grpc-inprocess","1.63.0",,"SonaType","No",["Apache 2.0"],"Copyright 2014 The gRPC Authors;Copyright 2015 The gRPC Authors;Copyright 2020 The gRPC Authors;Copyright 2016 The gRPC Authors;Copyright 2021 The gRPC Authors","Filename",0,0,0,0,0,33,2026-03-17T14:01:00.000Z,"1.80.0",True,2024-04-04T18:54:24.964Z,0,"NONE",["pom.xml"],"Maven",False,False,False,False,False,False,"Potentially","Transitive",0,False,[[{"Id":"Maven-net.devh:grpc-client-spring-boot-starter-3.1.0.RELEASE";"Name":"net.devh:grpc-client-spring-boot-starter";"Version":"3.1.0.RELEASE";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-io.grpc:grpc-inprocess-1.63.0";"Name":"io.grpc:grpc-inprocess";"Version":"1.63.0";"IsResolved":true;"IsDevelopment":false}];[{"Id":"Maven-net.devh:grpc-server-spring-boot-starter-3.1.0.RELEASE";"Name":"net.devh:grpc-server-spring-boot-starter";"Version":"3.1.0.RELEASE";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-io.grpc:grpc-inprocess-1.63.0";"Name":"io.grpc:grpc-inprocess";"Version":"1.63.0";"IsResolved":true;"IsDevelopment":false}]],,,,,"Monitored",,,,
"Maven-io.grpc:grpc-netty-shaded-1.76.0","io.grpc:grpc-netty-shaded","1.76.0",,"SonaType","No",["Apache 2.0"],"Copyright 2014 The gRPC Authors;Copyright 2016 The Netty Project","Filename",0,0,0,0,0,8,2026-03-17T14:01:00.000Z,"1.80.0",True,2025-10-07T13:17:00.000Z,0,"NONE",["pom.xml"],"Maven",False,False,False,False,False,False,"Package source code not available","Transitive",0,False,[[{"Id":"Maven-net.devh:grpc-client-spring-boot-starter-3.1.0.RELEASE";"Name":"net.devh:grpc-client-spring-boot-starter";"Version":"3.1.0.RELEASE";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-io.grpc:grpc-netty-shaded-1.76.0";"Name":"io.grpc:grpc-netty-shaded";"Version":"1.76.0";"IsResolved":true;"IsDevelopment":false}];[{"Id":"Maven-net.devh:grpc-server-spring-boot-starter-3.1.0.RELEASE";"Name":"net.devh:grpc-server-spring-boot-starter";"Version":"3.1.0.RELEASE";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-io.grpc:grpc-netty-shaded-1.76.0";"Name":"io.grpc:grpc-netty-shaded";"Version":"1.76.0";"IsResolved":true;"IsDevelopment":false}]],,,,,"Monitored",,,,
"Maven-io.grpc:grpc-protobuf-1.76.0","io.grpc:grpc-protobuf","1.76.0",,"SonaType","No",["Apache 2.0"],"Copyright 2014 The gRPC Authors;Copyright 2017 The gRPC Authors;Copyright 2016 The gRPC Authors","Filename",0,0,0,0,0,8,2026-03-17T14:01:00.000Z,"1.80.0",True,2025-10-07T13:17:00.000Z,0,"NONE",["pom.xml"],"Maven",False,True,False,False,False,False,"Unused","Direct",0,False,[],,,,,"Monitored",,,,
"Maven-io.grpc:grpc-protobuf-lite-1.76.0","io.grpc:grpc-protobuf-lite","1.76.0",,"SonaType","No",["Apache 2.0"],"Copyright 2014 The gRPC Authors;Copyright 2017 The gRPC Authors","Filename",0,0,0,0,0,8,2026-03-17T14:01:00.000Z,"1.80.0",True,2025-10-07T13:17:00.000Z,0,"NONE",["pom.xml"],"Maven",False,False,False,False,False,False,"Unused","Transitive",0,False,[[{"Id":"Maven-io.grpc:grpc-protobuf-1.76.0";"Name":"io.grpc:grpc-protobuf";"Version":"1.76.0";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-io.grpc:grpc-protobuf-lite-1.76.0";"Name":"io.grpc:grpc-protobuf-lite";"Version":"1.76.0";"IsResolved":true;"IsDevelopment":false}]],,,,,"Monitored",,,,
"Maven-io.grpc:grpc-services-1.63.0","io.grpc:grpc-services","1.63.0",,"SonaType","No",["Apache 2.0"],"Copyright 2014 The gRPC Authors;Copyright 2016 The gRPC Authors;Copyright 2019 The gRPC Authors;Copyright 2022 The gRPC Authors;Copyright 2018 The gRPC Authors;Copyright 2023 The gRPC Authors;Copyright 2021 The gRPC Authors;Copyright 2017 The gRPC Authors;Copyright 2018, gRPC Authors All rights reserved.;Copyright 2020 The gRPC Authors","Filename",0,0,0,0,0,33,2026-03-17T14:01:00.000Z,"1.80.0",True,2024-04-04T18:53:01.166Z,0,"NONE",["pom.xml"],"Maven",False,False,False,False,False,False,"Unused","Transitive",0,False,[[{"Id":"Maven-net.devh:grpc-server-spring-boot-starter-3.1.0.RELEASE";"Name":"net.devh:grpc-server-spring-boot-starter";"Version":"3.1.0.RELEASE";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-io.grpc:grpc-services-1.63.0";"Name":"io.grpc:grpc-services";"Version":"1.63.0";"IsResolved":true;"IsDevelopment":false}]],,,,,"Monitored",,,,
"Maven-io.grpc:grpc-stub-1.76.0","io.grpc:grpc-stub","1.76.0",,"SonaType","No",["Apache 2.0"],"Copyright 2014 The gRPC Authors;Copyright 2016 The gRPC Authors;Copyright 2019 The gRPC Authors;Copyright 2015 The gRPC Authors;Copyright 2023 The gRPC Authors;Copyright 2017 The gRPC Authors;Copyright 2021 The gRPC Authors;Copyright 2018 The gRPC Authors","Filename",0,0,0,0,0,8,2026-03-17T14:01:00.000Z,"1.80.0",True,2025-10-07T13:17:00.000Z,0,"NONE",["pom.xml"],"Maven",False,True,False,False,False,False,"Unused","Direct",0,False,[],,,,,"Monitored",,,,
"Maven-io.grpc:grpc-util-1.63.0","io.grpc:grpc-util","1.63.0",,"SonaType","No",["Apache 2.0"],"Copyright 2014 The gRPC Authors;Copyright 2019 The gRPC Authors;Copyright 2021 The gRPC Authors;Copyright 2017 The gRPC Authors;Copyright 2023 The gRPC Authors;Copyright 2018 The gRPC Authors;Copyright 2016 The gRPC Authors;Copyright 2022 The gRPC Authors","Filename",0,0,0,0,0,33,2026-03-17T14:01:00.000Z,"1.80.0",True,2024-04-04T18:54:52.792Z,0,"NONE",["pom.xml"],"Maven",False,False,False,False,False,False,"Potentially","Transitive",0,False,[[{"Id":"Maven-net.devh:grpc-client-spring-boot-starter-3.1.0.RELEASE";"Name":"net.devh:grpc-client-spring-boot-starter";"Version":"3.1.0.RELEASE";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-io.grpc:grpc-netty-shaded-1.76.0";"Name":"io.grpc:grpc-netty-shaded";"Version":"1.76.0";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-io.grpc:grpc-util-1.63.0";"Name":"io.grpc:grpc-util";"Version":"1.63.0";"IsResolved":true;"IsDevelopment":false}];[{"Id":"Maven-net.devh:grpc-server-spring-boot-starter-3.1.0.RELEASE";"Name":"net.devh:grpc-server-spring-boot-starter";"Version":"3.1.0.RELEASE";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-io.grpc:grpc-netty-shaded-1.76.0";"Name":"io.grpc:grpc-netty-shaded";"Version":"1.76.0";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-io.grpc:grpc-util-1.63.0";"Name":"io.grpc:grpc-util";"Version":"1.63.0";"IsResolved":true;"IsDevelopment":false}]],,,,,"Monitored",,,,
"Maven-io.hypersistence:hypersistence-tsid-2.1.1","io.hypersistence:hypersistence-tsid","2.1.1",,"SonaType","No",["MIT"],"Copyright (c) 2020-2022 Fabio Lima","Filename",0,0,0,0,0,3,2025-02-13T18:47:46.000Z,"2.1.4",True,2023-07-21T10:03:19.000Z,0,"NONE",["pom.xml"],"Maven",False,False,False,False,False,False,"Unused","Transitive",0,False,[[{"Id":"Maven-io.hypersistence:hypersistence-utils-hibernate-63-3.8.2";"Name":"io.hypersistence:hypersistence-utils-hibernate-63";"Version":"3.8.2";"IsResolved":true;"IsDevelopment":false};{"Id":"Maven-io.hypersistence:hypersistence-tsid-2.1.1";"Name":"io.hypersistence:hypersistence-tsid";"Version":"2.1.1";"IsResolved":true;"IsDevelopment":false}]],,,,,"Monitored",,,,
"Maven-io.hypersistence:hypersistence-utils-hibernate-63-3.8.2","io.hypersistence:hypersistence-utils-hibernate-63","3.8.2",,"SonaType","No",["Apache 2.0"],"Copyright {2017-2020} {Mihalcea Vlad-Alexandru}","Filename",0,0,0,0,0,28,2026-02-09T13:22:00.000Z,"3.15.2",True,2024-07-25T15:27:18.000Z,0,"NONE",["pom.xml"],"Maven",False,True,False,False,False,False,"Unused","Direct",0,False,[],,,,,"Monitored",,,,
